date,year,month,day,importer_en,product_type_en,country_origin_en,country_export_en,importer_ko,product_name,product_en,product_type_ko,exporter_en,expiry_date,country_origin_ko,country_export_ko,importer,notes
2019-10-17,2019,10,17,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,진가식품,
2019-10-15,2019,10,15,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOO ALTAI-SAD,,,,유진통상,
2019-10-02,2019,10,2,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET ANTLER,,ALPINE DEER NZ LP,,,,한동허브,
2019-09-25,2019,9,25,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2019-08-28,2019,8,28,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)케이앤씨디어트레이드,
2019-08-28,2019,8,28,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2019-08-28,2019,8,28,WooSung (Mr Bang),Deer velvet (dried),,New Zealand,(주)우성생약,건조녹용,DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,(주)우성생약,
2019-08-28,2019,8,28,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2019-08-06,2019,8,6,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2019-08-06,2019,8,6,Yujin Trade,Deer velvet (dried),,China,유진통상,건조녹용,DRIED RED DEER VELVET ANTLER,,"TIELING GANGTONG DEER PRODUCTS PROCESSING CO.,LTD",,,,유진통상,
2019-07-29,2019,7,29,HwaYong Pharm.,Deer velvet,,China,화용제약,녹용,DEER HORN,,DALIAN F.T.Z. JUN FENG INTERNATIONAL  INDUSTRTAL TRADE CO LTD,,,,화용제약,
2019-07-25,2019,7,25,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2019-07-12,2019,7,12,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOO ALTAI-SAD,,,,유진통상,
2019-07-02,2019,7,2,Wonkyung Yakup,Deer velvet (dried),,China,(주)원경약업사,건조녹용,DRIED RED DEER VELVET ANTLER,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,(주)원경약업사,
2019-07-02,2019,7,2,KNC Deertrade,Deer velvet (dried),,New Zealand,(주)케이앤씨디어트레이드,건녹용,DEER HORNS VELVET ANTLER,,PAREX INTERNATIONAL LTD.,,,,(주)케이앤씨디어트레이드,
2019-07-02,2019,7,2,KNC Deertrade,Deer velvet (dried),,Russia,(주)케이앤씨디어트레이드,건녹용,DEER HORNS VELVET ANTLER,,IP SHPILEKOV ALEXEY MIKHAILOVICH,,,,(주)케이앤씨디어트레이드,
2019-06-28,2019,6,28,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용,ROZEN RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,진가식품,
2019-06-25,2019,6,25,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2019-06-04,2019,6,4,Yujin Trade,Deer velvet (dried),,China,유진통상,건조녹용,DEER VELVET,,"DALIAN F.T.Z. BAOHUA INTERNATIONAL INDUSTRY TRADE CO., LTD.",,,,유진통상,
2019-05-21,2019,5,21,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,주식회사 한국인삼공사,
2019-05-21,2019,5,21,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,주식회사 한국인삼공사,
2019-05-21,2019,5,21,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,(주)천호엔케어,
2019-05-09,2019,5,9,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),,PGG WRIGHTSON LTD-VELVET,,,,와이더블유 인터내셔날,
2019-05-01,2019,5,1,Harang Muyak,Deer velvet (frozen),,New Zealand,하랑무약,생녹용,FROZEN RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,하랑무약,
2019-04-23,2019,4,23,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용,FROZEN RED DEER VELVET ANTLER,,UB BIO LIMITED,,,,진가식품,
2019-04-23,2019,4,23,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2019-04-22,2019,4,22,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2019-04-17,2019,4,17,MyungGa (Mr.Lee in Daegu),Deer velvet,,New Zealand,명가녹용 주식회사,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),,PROVELCO CO OPERATIVE LTD,,,,명가녹용 주식회사,
2019-04-16,2019,4,16,YongBo (Mr. Woljin Kim),Deer velvet,,New Zealand,(주)용보제약,녹용,DRIED RED DEER VELVET,,HYUN DAE DEER PRODUCTS LTD,,,,(주)용보제약,
2019-04-04,2019,4,4,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,주식회사 한국인삼공사,
2019-04-04,2019,4,4,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2019-03-28,2019,3,28,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,(주)천호엔케어,
2019-03-27,2019,3,27,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)케이앤씨디어트레이드,
2019-03-15,2019,3,15,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,진가식품,
2019-02-27,2019,2,27,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),,TASMAN VELVETPROCESSORS LTD,,,,와이더블유 인터내셔날,
2019-02-15,2019,2,15,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,주식회사 한국인삼공사,
2019-02-15,2019,2,15,DHG Global,Deer velvet,,Russia,(주)디에이치지글로벌,녹용,DEER HORN,,FORTUNE METROPOLIS INVESTMENT COMPANY,,,,(주)디에이치지글로벌,
2019-02-12,2019,2,12,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2019-02-08,2019,2,8,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PGG WRIGHTSON LTD-VELVET,,,,한동허브,
2019-01-31,2019,1,31,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),,PGG WRIGHTSON LTD-VELVET,,,,와이더블유 인터내셔날,
2019-01-28,2019,1,28,JoEun Pharm,Deer velvet,,New Zealand,조은생약,녹용,DEER HORN,,UB BIO LIMITED,,,,조은생약,
2019-01-24,2019,1,24,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2019-01-15,2019,1,15,Ilseong Food,Deer velvet,,China,일성식품,녹용,DEER HORN,,"XIFENG COUNTY JIYUAN DEER PRODUCTS PROCESSING CO.,LTD",,,,일성식품,
2019-01-15,2019,1,15,ShinSongGang Trade,Deer velvet,,Russia,신송강무역,녹용,DEER HORN,,"AYULA CO.,LTD",,,,신송강무역,
2018-12-26,2018,12,26,HwaYong Pharm.,Deer velvet,,China,화용제약,녹용,DEER HORN,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,화용제약,
2018-12-26,2018,12,26,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PGG WRIGHTSON LTD-VELVET,,,,한동허브,
2018-12-21,2018,12,21,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2018-12-18,2018,12,18,"Jinsoo Deer Co., Ltd.",Deer velvet (dried),,China,(주)진수녹용,건조녹용,DRIED RED DEER VELVET ANTLER,,"XIFENG COUNTY JIYUAN DEER PRODUCTS PROCESSING CO.,LTD",,,,(주)진수녹용,
2018-12-14,2018,12,14,Daeheung Pharm,Deer velvet,,China,(주)대흥제약,녹용,DEER HORN,,"DALIAN F.T.Z MINGWEI INDUSTRY TRADE CO.,LTD",,,,(주)대흥제약,
2018-12-13,2018,12,13,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2018-12-06,2018,12,6,YW International,Deer velvet,,China,와이더블유 인터내셔날,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),,"DALIAN F.T.Z MINGWEI INDUSTRY TRADE CO.,LTD",,,,와이더블유 인터내셔날,
2018-12-05,2018,12,5,Daeheung Pharm,Deer velvet (dried),,Russia,㈜대흥제약,건조녹용,DEER HORN,,"OOO ""SEMINSKY""",,,,㈜대흥제약,
2018-11-23,2018,11,23,Hankook Onnuri Pharm,Deer velvet (frozen),,New Zealand,(주)한국온누리제약,생녹용,FROZEN RED DEER VELVET ANTLER,,TASMAN VELVET PROCESSORS LTD,,,,(주)한국온누리제약,
2018-11-09,2018,11,9,Ilseong Food,Deer velvet (dried),,Russia,일성식품,건조녹용,DEER HORN,,OOO MARAL-ASOHRA,,,,일성식품,
2018-10-17,2018,10,17,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-10-16,2018,10,16,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2018-10-11,2018,10,11,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-10-10,2018,10,10,Siwon Pharmaceutical,Deer velvet (frozen),,New Zealand,(주)시원생약,생녹용,FROZEN DEER HORN,,ALPINE DEER NZLP,,,,(주)시원생약,
2018-09-13,2018,9,13,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-08-30,2018,8,30,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 한국인삼공사,
2018-08-30,2018,8,30,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2018-08-21,2018,8,21,Yuhan Corporation.,Deer velvet (frozen),,New Zealand,(주)유한양행,생녹용,FROZEN WHOLE STICK VELVET,,ALPINE DEER NZLP,,,,(주)유한양행,
2018-08-14,2018,8,14,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-07-31,2018,7,31,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD.,,,,주식회사 한국인삼공사,
2018-07-24,2018,7,24,YongBo (Mr. Woljin Kim),Deer velvet (dried),,New Zealand,(주)용보제약,건조녹용,DRIED RED DEER VELVET,,HYUN DAE DEER PRODUCTS LTD,,,,(주)용보제약,
2018-07-18,2018,7,18,Yujin Trade,Deer velvet (frozen),,New Zealand,유진통상,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,유진통상,
2018-07-18,2018,7,18,MyungGa (Mr.Lee in Daegu),Deer velvet (dried),,New Zealand,명가녹용 주식회사,건조녹용,DRIED RED DEER VELVET ANTLER(WHOLE),,UB BIO LIMITED,,,,명가녹용 주식회사,
2018-07-16,2018,7,16,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-07-10,2018,7,10,HwaYong Pharm.,Deer velvet (dried),,China,화용제약,건조녹용,DEER HORN,,"DALIAN F.T.Z. BAOHUA INTERNATIONAL INDUSTRY TRADE CO., LTD.",,,,화용제약,
2018-06-29,2018,6,29,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,주식회사 한국인삼공사,
2018-06-21,2018,6,21,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-06-21,2018,6,21,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD.,,,,주식회사 한국인삼공사,
2018-06-05,2018,6,5,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PGG WRIGHTSON LTD-VELVET,,,,한동허브,
2018-05-29,2018,5,29,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,(주)천호엔케어,
2018-05-29,2018,5,29,Ee Room Pharm.,Deer velvet (dried),,Hong Kong,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,YIK LUNG TONG (H.K),,,,(주)이룸제약법인,
2018-05-23,2018,5,23,Yujin Trade,Deer velvet (frozen),,New Zealand,유진통상,생녹용,FROZEN RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,유진통상,
2018-05-15,2018,5,15,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용,FROZEN RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,진가식품,
2018-05-11,2018,5,11,YongBo (Mr. Woljin Kim),Deer velvet (dried),,Russia,(주)용보제약,건조녹용,MARAL DEER HORNS,,OOO MARAL-ASOHRA,,,,(주)용보제약,
2018-05-11,2018,5,11,MyungGa (Mr.Lee in Daegu),Deer velvet (dried),,Russia,명가녹용 주식회사,건조녹용,MARAL DEER HORNS,,OOO MARAL-ASOHRA,,,,명가녹용 주식회사,
2018-05-08,2018,5,8,WooSung (Mr Bang),Deer velvet (dried),,China,(주)우성생약,건조녹용,DRIED RED DEER VELVET ANTLER,,ALIAN F.T.Z. JUN FENG INTERNATIONAL INDUSTRTAL TRADE CO LTD,,,,(주)우성생약,
2018-05-08,2018,5,8,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-05-01,2018,5,1,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,(주)천호엔케어,
2018-04-20,2018,4,20,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-04-16,2018,4,16,YongBo (Mr. Woljin Kim),Deer velvet (dried),,New Zealand,(주)용보제약,건조녹용,DRIED RED DEER VELVET,,HYUN DAE DEER PRODUCTS LTD,,,,(주)용보제약,
2018-03-30,2018,3,30,Chunho Food,Deer velvet (dried),,New Zealand,천호식품(주)양산공장,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,천호식품(주)양산공장,
2018-03-27,2018,3,27,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PGG WRIGHTSON LTD-VELVET,,,,한동허브,
2018-03-22,2018,3,22,Yujin Trade,Deer velvet (frozen),,New Zealand,유진통상,생녹용,FROZEN RED DEER VELVET ANTLER,,CK IMPORT EXPORT CO.(NZ) LTD,,,,유진통상,
2018-03-21,2018,3,21,YongBo (Mr. Woljin Kim),Deer velvet,,New Zealand,(주)용보제약,녹용,DRIED RED DEER VELVET,,HYUN DAE DEER PRODUCTS LTD,,,,(주)용보제약,
2018-03-14,2018,3,14,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PROVELCO CO OPERATIVE LTD,,,,한동허브,
2018-03-13,2018,3,13,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-03-05,2018,3,5,"KVIE (Alex, HanPure)",Deer velvet,,China,(주)대한녹용수출입법인,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,(주)대한녹용수출입법인,
2018-03-05,2018,3,5,MyungGa (Mr.Lee in Daegu),Deer velvet,,New Zealand,명가녹용 주식회사,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),,PAREX INTERNATIONAL LTD,,,,명가녹용 주식회사,
2018-03-02,2018,3,2,Taeahn (Mr. Ahn),Deer velvet,,China,태안약업(주),녹용,DRIED RED DEER VELVET,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,태안약업(주),
2018-02-28,2018,2,28,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-02-26,2018,2,26,Yuhan Corporation.,Deer velvet,,New Zealand,(주)유한양행,녹용,FROZEN WHOLE STICK VELVET,,ALPINE DEER NZLP,,,,(주)유한양행,
2018-02-14,2018,2,14,SamBo (Mr. Kang in Busan),Deer velvet,,New Zealand,삼보제약,녹용,DRIED RED DEER VELVET ANTLER (WHOLE),,HYUN DAE DEER PRODUCTS LTD,,,,삼보제약,
2018-02-09,2018,2,9,Herb&Solution,Deer velvet (dried),,New Zealand,주식회사 허브앤솔루션,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,주식회사 허브앤솔루션,
2018-02-09,2018,2,9,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,PROVELCO CO OPERATIVE LTD,,,,(주)케이앤씨디어트레이드,
2018-02-06,2018,2,6,Yujin Trade,Deer velvet (frozen),,New Zealand,유진통상,생녹용,FROZEN RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,유진통상,
2018-02-06,2018,2,6,YongBo (Mr. Woljin Kim),Deer velvet,,New Zealand,(주)용보제약,녹용,DRIED RED DEER VELVET,,HYUN DAE DEER PRODUCTS LTD,,,,(주)용보제약,
2018-01-25,2018,1,25,Daeho Pharm.,Deer velvet (frozen),,New Zealand,대호제약주식회사,생녹용,FROZEN RED DEER VELVET ANTLER,,TSENGS ENTERPRISES (N.Z.) LIMITED,,,,대호제약주식회사,
2018-01-25,2018,1,25,KGC,Deer velvet (dried),,New Zealand,주식회사 한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON LTD-VELVET,,,,주식회사 한국인삼공사,
2018-01-17,2018,1,17,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,"XIFENG COUNTY JIYUAN DEER PRODUCTS PROCESSING CO.,LTD",,,,(주)이룸제약법인,
2018-01-10,2018,1,10,Yujin Trade,Deer velvet (frozen),,New Zealand,유진통상,생녹용,FROZEN RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,유진통상,
2018-01-05,2018,1,5,"Jinsoo Deer Co., Ltd.",Deer velvet (dried),,China,(주)진수녹용,건조녹용,DRIED RED DEER VELVET ANTLER,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)진수녹용,
2018-01-02,2018,1,2,Handong Herb,Deer velvet (frozen),,New Zealand,한동허브,생녹용,FROZEN RED DEER VELVET,,PGG WRIGHTSON LTD-VELVET,,,,한동허브,
