date,importer_ko,product_name,product_type_ko,country_origin_ko,country_export_ko,expiry_date,notes,ingested_at
2023-04-11,(주)바이오닷,생녹용,생녹용(냉동),뉴질랜드,뉴질랜드,2023-02-16 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-04-04,(주)한국인삼공사,건조녹용,녹용(건조),뉴질랜드,뉴질랜드,2023-03-09 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-04-04,화용제약,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2023-03-21 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-04-04,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-03-30,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-03-28,(주)천호엔케어,녹용,녹용(건조),뉴질랜드,뉴질랜드,2023-03-06 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-03-24,(주)시원생약,생녹용,생녹용(냉동),뉴질랜드,뉴질랜드,2023-03-06 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-03-21,(주)한국인삼공사,녹용(건조),녹용(건조),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-03-13,(주)온누리바이오생약,녹용,녹용(건조),러시아,러시아,2023-02-15 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-03-07,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-02-28,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-02-28,(주)한국인삼공사,건조녹용,녹용(건조),뉴질랜드,뉴질랜드,2023-02-07 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-02-28,화용제약,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2023-02-13 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-02-17,(주)한국인삼공사,녹용(건조),녹용(건조),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-02-08,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-02-03,(주)한국인삼공사,건조녹용,녹용(건조),뉴질랜드,뉴질랜드,2023-01-11 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-02-03,흥수녹용,녹용(건조),녹용(건조),러시아,러시아,,,2026-07-04T23:37:12Z (bootstrap)
2023-01-31,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2022-12-22 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-01-25,(주)한국인삼공사,녹용(건조),녹용(건조),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-01-25,(주)이룸제약법인,건조녹용,녹용(건조),뉴질랜드,중국,2023-01-04 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-01-17,(주)이룸제약법인,건조녹용,녹용(건조),뉴질랜드,중국,2023-01-04 ~,,2026-07-04T23:37:12Z (bootstrap)
2023-01-10,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2023-01-03,화용제약,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2022-12-16 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-21,유진통상,건조녹용,녹용(건조),러시아,러시아,,,2026-07-04T23:37:12Z (bootstrap)
2022-12-21,유진통상,건조녹용,녹용(건조),뉴질랜드,중국,2022-11-30 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-21,(주)온누리바이오생약,녹용,녹용(냉동),뉴질랜드,뉴질랜드,2022-12-05 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-15,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2022-12-08 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-13,(주)바이오닷,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2022-12-07 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-13,화용제약,생녹용(냉동),생녹용(냉동),뉴질랜드,뉴질랜드,2022-12-01 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-13,일성식품,녹용,녹용(건조),뉴질랜드,중국,2022-11-16 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-12-07,조은생약,녹용,녹용(건조),러시아,러시아,2022-10-24 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-11-21,(주)온누리바이오생약,녹용,녹용(건조),뉴질랜드,중국,2022-10-18 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-11-21,주식회사 이룡제약,녹용,녹용(건조),뉴질랜드,중국,2022-11-02 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-11-03,(주)대원알디티,녹용(건조),녹용(건조),러시아,러시아,,,2026-07-04T23:37:12Z (bootstrap)
2022-11-03,삼보제약,녹용(건조),녹용(건조),뉴질랜드,뉴질랜드,2022-10-14 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-10-26,주식회사 이룡제약,녹용,녹용(건조),뉴질랜드,중국,2022-09-13 ~,,2026-07-04T23:37:12Z (bootstrap)
2022-10-18,(주)한국인삼공사,녹용(건조),녹용(건조),뉴질랜드,뉴질랜드,,,2026-07-04T23:37:12Z (bootstrap)
2022-10-04,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-09-23,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-09-15,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-09-02,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-08-29,주식회사 비봉허브,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-08-24,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-08-08,주식회사 이룡제약,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-08-05,유진통상,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-08-04,(주)온누리바이오생약,녹용,녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-07-29,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-07-12,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-07-07,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-07-05,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-06-30,주식회사 한방인 농업법인회사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-06-30,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-06-22,화용제약,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-06-15,(주)이룸제약법인,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-06-07,(주)한국인삼공사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-19,(주)시원생약,생녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-11,(주)케이앤씨디어트레이드,생녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-11,와이더블유 인터내셔날,냉동녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-09,(주)한국인삼공사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-09,주식회사 비봉허브,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-09,하랑무약,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-09,(주)용보제약,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-05-09,(주)우성생약,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-25,한선트레이딩 주식회사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-18,(주)천호엔케어,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-18,(주)한국인삼공사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-18,(주)온누리바이오생약,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-12,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-06,(주)한국인삼공사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-06,케이앤씨(K&C),건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-06,(주)이룸제약법인,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-01,(주)한국인삼공사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-04-01,향나바이오 주식회사,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-03-18,(주)한국인삼공사,건조녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-03-15,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-03-10,일성식품,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-02-21,주식회사 비봉허브,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-02-16,비아텍주식회사,녹용(건조),녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-02-15,향나바이오 주식회사,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-02-10,명가녹용 주식회사,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-02-03,화용제약,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-27,명가녹용 주식회사,생녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-26,(주)바이오닷,생녹용,생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-25,주식회사 이룡제약,녹용,녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-24,일성식품,녹용,녹용(건조),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-20,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-17,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-17,(주)케이앤씨디어트레이드,생녹용(냉동),생녹용(냉동),,,,,2026-07-04T23:37:12Z (bootstrap)
2022-01-11,와이더블유 인터내셔날,생녹용(냉동),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-12-28,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-12-24,(주)바이오닷,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-12-24,(주)우성생약,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-24,태안약업(주),녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-22,향나바이오 주식회사,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-22,일성식품,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-22,와이더블유 인터내셔날,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-22,조은생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-15,명가녹용 주식회사,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-09,케이앤씨(K&C),건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-09,비아텍주식회사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-05,(주)대원알디티,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-05,(주)온누리바이오생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-05,(주)대흥제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-11-02,와이더블유 인터내셔날,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-10-25,흥수녹용,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-10-19,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-10-01,케이앤씨(K&C),건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-10-01,우성생약(주),녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-10-01,유진통상,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-09-24,화용제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-09-13,향나바이오 주식회사,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-09-06,(주)온누리바이오생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-08-31,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-08-23,(주)온누리바이오생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-08-23,주식회사 비봉허브,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-08-18,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-08-09,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-07-20,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-07-20,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-07-14,와이더블유 인터내셔날,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-07-12,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-30,(주)시원생약,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-28,명가녹용 주식회사,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-28,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-01,(주)대한녹용수출입법인,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-01,(주)온누리바이오생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-06-01,주식회사 이룡제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-05-31,유진통상,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-05-26,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-05-26,(주)한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-05-18,와이더블유 인터내셔날,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-05-14,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-04-29,건향제약주식회사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-04-29,(주)한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-04-09,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-04-06,(주)바이오닷,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-03-30,(주)우성생약,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-03-26,(주)케이앤씨디어트레이드,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-03-24,(주)천호엔케어,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-03-17,(주)한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-02-25,화용제약,생녹용(냉동),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-02-24,한네이처(Hannature),녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-02-16,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-02-02,(주)한동허브,생녹용(냉동),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-02-01,흥수녹용,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-27,(주)진수녹용,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-26,화용제약,생녹용(냉동),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-22,삼보제약,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-22,(주)온누리바이오생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-05,(주)대원알디티,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2021-01-04,조은생약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-12-17,유진통상,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-12-09,진가식품,생녹용(냉동),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-12-09,원용본가,건조녹용(전지),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-27,주식회사 유한건강생활,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-27,(주)대흥제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-27,(주)우성생약,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-23,주식회사 이룡제약,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-09,유진통상,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-09,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-04,(주)대원알디티,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-11-04,일성식품,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-10-19,(주)이룸제약법인,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-09-25,원용본가,건조녹용(전지),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-09-04,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-09-02,(주)진수녹용,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-08-26,(주)한동허브,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-08-13,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-08-05,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-07-21,와이더블유 인터내셔날,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-07-20,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-07-01,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-22,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-22,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-22,(주)우성생약,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-09,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-09,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-05,(주)용보제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-06-04,주식회사 비봉허브,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-05-27,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-05-25,주식회사 한국인삼공사,녹용(건조),,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-04-28,주식회사 이룡제약,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-03-25,주식회사 한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-03-23,(주)한동허브,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-03-16,유진통상,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-03-03,주식회사 한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-25,주식회사 한국인삼공사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-25,와이더블유 인터내셔날,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-25,(주)천호엔케어,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-21,(주)대흥제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-14,진가식품,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-14,(주)원경약업사,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-13,일성식품,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-02-13,주식회사 비봉허브,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-21,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-10,와이더블유 인터내셔날,냉동녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-08,(주)대덕제약,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-08,명가녹용 주식회사,녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-06,(주)대원알디티,건녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2020-01-06,건향제약주식회사,건조녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2019-12-31,(주)케이앤씨디어트레이드,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2019-12-18,진가식품,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
2019-12-13,(주)온누리바이오생약,생녹용,,,,,,2026-07-04T23:37:12Z (bootstrap)
