date,importer,product_en,product_name,product_type_en,country_origin_en,importer_ko,importer_en,notes
2018-11-09,일성식품,DEER HORN,건조녹용,Deer velvet (dried),,일성식품,Ilseong Food,
2018-10-17,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-10-16,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2018-10-11,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-10-10,(주)시원생약,FROZEN DEER HORN,생녹용,Deer velvet (frozen),,(주)시원생약,Siwon Pharmaceutical,
2018-09-13,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-08-30,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-08-30,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2018-08-21,(주)유한양행,FROZEN WHOLE STICK VELVET,생녹용,Deer velvet (frozen),,(주)유한양행,Yuhan Corporation.,
2018-08-14,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-07-31,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-07-24,(주)용보제약,DRIED RED DEER VELVET,건조녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2018-07-18,유진통상,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,유진통상,Yujin Trade,
2018-07-18,명가녹용 주식회사,DRIED RED DEER VELVET ANTLER(WHOLE),건조녹용,Deer velvet (dried),,명가녹용 주식회사,MyungGa,
2018-07-16,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-07-10,화용제약,DEER HORN,건조녹용,Deer velvet (dried),,화용제약,HwaYong Pharm.,
2018-06-29,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-06-21,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-06-21,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-06-05,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2018-05-29,(주)천호엔케어,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)천호엔케어,Chunho N Care,
2018-05-29,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2018-05-23,유진통상,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,유진통상,Yujin Trade,
2018-05-15,진가식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,진가식품,Jinka Food,
2018-05-11,(주)용보제약,MARAL DEER HORNS,건조녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2018-05-11,명가녹용 주식회사,MARAL DEER HORNS,건조녹용,Deer velvet (dried),,명가녹용 주식회사,MyungGa,
2018-05-08,(주)우성생약,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)우성생약,WooSung,
2018-05-08,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-05-01,(주)천호엔케어,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)천호엔케어,Chunho N Care,
2018-04-20,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-04-16,(주)용보제약,DRIED RED DEER VELVET,건조녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2018-03-30,천호식품(주)양산공장,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,천호식품(주)양산공장,Chunho Food,
2018-03-27,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2018-03-22,유진통상,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,유진통상,Yujin Trade,
2018-03-21,(주)용보제약,DRIED RED DEER VELVET,녹용,Deer velvet,,(주)용보제약,YongBo,
2018-03-14,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2018-03-13,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-03-05,(주)대한녹용수출입법인,DRIED RED DEER VELVET ANTLER(WHOLE),녹용,Deer velvet,,(주)대한녹용수출입법인,KVIE,
2018-03-05,명가녹용 주식회사,DRIED RED DEER VELVET ANTLER(WHOLE),녹용,Deer velvet,,명가녹용 주식회사,MyungGa,
2018-03-02,태안약업(주),DRIED RED DEER VELVET,녹용,Deer velvet,,태안약업(주),Taeahn,
2018-02-28,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-02-26,(주)유한양행,FROZEN WHOLE STICK VELVET,녹용,Deer velvet,,(주)유한양행,Yuhan Corporation.,
2018-02-14,삼보제약,DRIED RED DEER VELVET ANTLER (WHOLE),녹용,Deer velvet,,삼보제약,SamBo,
2018-02-09,주식회사 허브앤솔루션,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 허브앤솔루션,Herb&Solution,
2018-02-09,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2018-02-06,유진통상,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,유진통상,Yujin Trade,
2018-02-06,(주)용보제약,DRIED RED DEER VELVET,녹용,Deer velvet,,(주)용보제약,YongBo,
2018-01-25,대호제약주식회사,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,대호제약주식회사,Daeho Pharm.,
2018-01-25,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2018-01-17,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2018-01-10,유진통상,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,유진통상,Yujin Trade,
2018-01-05,(주)진수녹용,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)진수녹용,"Jinsoo Deer Co., Ltd.",
2018-01-02,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2017-12-28,(주)유한양행,DRIED DEER VELVET,연구용 건조 녹용,Dried deer velvet - for research,,(주)유한양행,Yuhan Corporation.,
2017-12-28,삼보제약,DRIED RED DEER VELVET ANTLER (WHOLE),녹용,Deer velvet,,삼보제약,SamBo,
2017-12-27,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2017-11-15,(주)대원알디티,DRIED MARAL VELVET ANTLER ( CERVUS ELAPHUS ),건조녹용,Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2017-11-14,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2017-11-08,(주)대원알디티,DRIED MARAL VELVET ANTLER ( CERVUS ELAPHUS ),녹용,Deer velvet,,(주)대원알디티,DaeWon RTD,
2017-10-26,(주)용보제약,DRIED RED DEER VELVET,녹용,Deer velvet,,(주)용보제약,YongBo,
2017-10-24,삼보제약,DRIED RED DEER VELVET ANTLER (WHOLE),녹용,Deer velvet,,삼보제약,SamBo,
2017-10-19,(주)유한양행,100% SLICED DRIED DEER ANTLER VELVET,연구용 건조 녹용,Dried deer velvet - for research,,(주)유한양행,Yuhan Corporation.,
2017-09-18,(주)서화제약,DEER HARD ANTLER(CERVUS ELAPHUS),녹각,Hard antlers,,(주)서화제약,SeoHwa Pharm.,
2017-09-11,태안약업(주),DEER VELVET,녹용,Deer velvet,,태안약업(주),Taeahn,
2017-09-06,한동허브,MARAL HARD ANTLER ( CERVUS ELAPHUS ),녹각,Hard antlers,,한동허브,Handong Herb,
2017-08-22,(주)용보제약,DRIED RED DEER VELVET,건녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2017-08-08,주신제약(주),DEER HARD HORN (CERVUS ELAPHUS),녹각,Hard antlers,,주신제약(주),JooShin Pharm,
2017-07-20,삼보제약,DRIED RED DEER VELVET ANTLER (WHOLE),건녹용,Deer velvet (dried),,삼보제약,SamBo,
2017-07-19,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-07-19,(주)케이앤씨디어트레이드,DEER HORNS,건녹용,Deer velvet (dried),,(주)케이앤씨디어트레이드,KNC Deertrade,
2017-07-18,한동허브,DEER HORNS,건녹용,Deer velvet (dried),,한동허브,Handong Herb,
2017-07-11,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-07-11,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-07-04,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-06-21,명가녹용 주식회사,DRIED RED DEER VELVET ANTLER (WHOLE),건녹용,Deer velvet (dried),,명가녹용 주식회사,MyungGa,
2017-06-20,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2017-06-19,(주)용보제약,DRIED RED DEER VELVET,건녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2017-06-14,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-06-05,화용제약,DEER HORN,녹용,Deer velvet,,화용제약,HwaYong Pharm.,
2017-06-05,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-06-05,동화무약,DEER HORN,녹용,Deer velvet,,동화무약,DongWha Pharmaceutical Trading Co.,
2017-06-01,(주)용보제약,DRIED RED DEER VELVET,건녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2017-05-24,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-05-12,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2017-05-08,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-04-27,한동허브,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2017-04-12,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2017-04-05,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2017-04-04,허브앤솔루션,MARAL DEER HORN(CERVUS ELAPHUS SIBIRICUS),녹용,Deer velvet,,허브앤솔루션,Herb&Solution,
2017-03-09,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2017-03-08,명가녹용 주식회사,DRIED RED DEER VELVET ANTLER(WHOLE),건녹용,Deer velvet (dried),,명가녹용 주식회사,MyungGa,
2017-02-22,한동허브,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2017-02-14,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2017-02-07,(주)수식품,DRIED DEER HORN(CERVUS ELAPHUS SIBIRICUS) (WHOLE),건녹용,Deer velvet (dried),,(주)수식품,Su Food,
2017-01-31,(주)대한녹용수출입법인,DEER HORN,녹용,Deer velvet,,(주)대한녹용수출입법인,KVIE,
2017-01-18,(주)우성생약,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)우성생약,WooSung,
2017-01-16,(주)서화제약,DEER HORNS,녹용,Deer velvet,,(주)서화제약,SeoHwa Pharm.,
2017-01-03,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-12-30,(주)한국허브,DRIED RED DEER VELVET ANTLER (WHOLE),건녹용,Deer velvet (dried),,(주)한국허브,HanKook Herb,
2016-12-20,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2016-12-05,(주)용보제약,DRIED DEER VELVET,건녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2016-11-29,바이칼허브,DEER HARD HORNS,녹각,Hard antlers,,바이칼허브,Baikal Herb,
2016-11-28,태안약업(주),DEER HARD HORN (CERVUS ELAPHUS),녹각,Hard antlers,,태안약업(주),Taeahn,
2016-11-18,한선무역,DEER HARD HORNS,녹각,Hard antlers,,한선무역,Hansun Trading,
2016-11-18,조은생약,DEER HORN,녹용,Deer velvet,,조은생약,JoEun Pharm,
2016-11-17,(주)수식품,DRIED RED DEER VELVET ANTLER (SLICED),건조절편녹용,Dried sliced deer velvet,,(주)수식품,Su Food,
2016-11-16,(주)수식품,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,(주)수식품,Su Food,
2016-11-11,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2016-11-11,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2016-10-26,일성식품,DEER HORN,녹용,Deer velvet,,일성식품,Ilseong Food,
2016-10-26,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2016-10-17,(주)케이앤씨디어트레이드,DEER HORNS,건녹용,Deer velvet (dried),,(주)케이앤씨디어트레이드,KNC Deertrade,
2016-10-17,태안약업(주),DRIED DEER VELVET,건녹용,Deer velvet (dried),,태안약업(주),Taeahn,
2016-10-11,(주)대원알디티,DEER HORNS,건녹용,Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2016-10-10,조은생약,ANTLER (DRY DEER HORN),녹각,Hard antlers,,조은생약,JoEun Pharm,
2016-09-28,(주)한국허브,DRIED RED DEER VELVET ANTLER (WHOLE),건녹용,Deer velvet (dried),,(주)한국허브,HanKook Herb,
2016-09-07,(주)용보제약,DRIED DEER VELVET,건녹용,Deer velvet (dried),,(주)용보제약,YongBo,
2016-08-05,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-08-01,삼보제약,100% DRIED RED DEER SLICED VELVET (SANGDAE),상대녹용절편,Dried sliced deer velvet - Sangdae,,삼보제약,SamBo,
2016-07-27,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-07-21,상녹제약(주),DEER HARD ANTLERS,녹각,Hard antlers,,상녹제약(주),SangNok Pharm.,
2016-07-05,태안약업(주),DRIED DEER VELVET,건녹용,Deer velvet (dried),,태안약업(주),Taeahn,
2016-07-04,바이칼허브,DEER HARD HORNS,녹각,Hard antlers,,바이칼허브,Baikal Herb,
2016-06-29,한동허브,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2016-06-28,명가녹용 주식회사,DEER HORN,녹용,Deer velvet,,명가녹용 주식회사,MyungGa,
2016-06-24,주신제약(주),DEER HARD HORN (CERVUS ELAPHUS SIBIRICUS),녹각,Hard antlers,,주신제약(주),JooShin Pharm,
2016-06-21,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-06-20,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-06-20,(주)수식품,DRIED RED DEER VELVET ANTLER,건녹용,Deer velvet (dried),,(주)수식품,Su Food,
2016-06-15,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-05-27,(주)한국인삼공사,DEER VELVET,녹용,Deer velvet,,(주)한국인삼공사,KGC,
2016-05-26,(주)한국인삼공사,DEER VELVET,건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-05-20,(주)대한녹용수출입법인,DEER HORN,녹용,Deer velvet,,(주)대한녹용수출입법인,KVIE,
2016-05-16,주신제약(주),DEER HARD HORN (CERVUS ELAPHUS SIBIRICUS),녹각,Hard antlers,,주신제약(주),JooShin Pharm,
2016-05-04,(주)수식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-04-25,(주)한국인삼공사,DEER VELVET,건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-04-15,(주)루스마르코,DEER HORNS,건녹용,Deer velvet (dried),,(주)루스마르코,Looce Masco,
2016-04-15,(주)한국인삼공사,DEER VELVET,건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-04-14,(주)서화제약,DRY DEER HORN,건녹용,Deer velvet (dried),,(주)서화제약,SeoHwa Pharm.,
2016-03-30,(주)수식품,FROZEN RED DEER VELVET,생녹용,Deer velvet (frozen),,(주)수식품,Su Food,
2016-03-24,(주)한국인삼공사,녹용(DEER VELVET),건녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2016-03-04,태안약업(주),DRIED DEER VELVET,건녹용,Deer velvet (dried),,태안약업(주),Taeahn,
2016-02-25,(주)수식품,DEER HORNS,건녹용,Deer velvet (dried),,(주)수식품,Su Food,
2016-02-25,주식회사 한국인삼공사,녹용(DEER VELVET),건녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2016-02-23,조은생약,DEER HORN,녹용,Deer velvet,,조은생약,JoEun Pharm,
2026-05-29,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),New Zealand,(주)케이앤씨디어트레이드,KNC Deertrade,
2026-05-27,(주)케이앤씨디어트레이드,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),New Zealand,(주)케이앤씨디어트레이드,KNC Deertrade,
2026-05-19,와이더블유 인터내셔날,FROZEN WHOLE DEER VELVET ANTLER,냉동녹용,Deer velvet (frozen),New Zealand,와이더블유 인터내셔날,YW International,
2026-05-13,주식회사 이룡제약,DEER HORN,녹용,Deer velvet (dried),China,주식회사 이룡제약,Eryong Pharm.,
2026-05-08,온바이오,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),New Zealand,온바이오,OnBio,
2026-04-10,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),New Zealand,(주)우성생약,WooSung,
2026-06-17,주식회사 이룡제약,FROZEN DEER VELVET,생녹용(냉동),,,주식회사 이룡제약,,
2026-06-04,주식회사 비봉허브,DEER HORN,녹용,,,주식회사 비봉허브,,
2026-06-04,(주)케이앤씨디어트레이드,DRIED RED DEER VELVET ANTLER,녹용(건조),,,(주)케이앤씨디어트레이드,,
2026-01-12,마더스초이스,MANUKA HONEY & DEER VELVET POWDER,마누카 허니 & 녹용분말(UMF 16+),,,마더스초이스,,
2025-10-29,(주)엘지생활건강,NOKYOUNGWON BALHYO JIN AEK,녹용원 발효 진액,,,(주)엘지생활건강,,
2025-08-25,마더스초이스,MANUKA HONEY & DEER VELVET POWDER,마누카 허니 & 녹용분말(UMF 25+),,,마더스초이스,,
2025-08-21,아로하가든,AROHA GARDEN MANUKA UMF15+ WITH  DEER VELVET,아로하 마누카허니 녹용(UMF 15+),,,아로하가든,,
2025-08-19,(주)유앤젯인터내셔날,PREMIUM MANUKA HONEY&DEER VELVET,프리미엄 마누카꿀&녹용,,,(주)유앤젯인터내셔날,,
2025-08-19,마더스초이스,MANUKA HONEY & DEER VELVET POWDER,마누카 허니 & 녹용분말(UMF 16+),,,마더스초이스,,
